timestamp calibVersion serialNumber ASIC_ID channel MDACCorrectionCode0_RAW MDACCorrectionCode1_RAW MDACCorrectionCode2_RAW MDACCorrectionCode3_RAW MDACCorrectionCode4_RAW MDACCorrectionCode5_RAW MDACCorrectionCode6_RAW MDACCorrectionCode7_RAW W_2ND_16_RAW W_2ND_24_RAW W_2ND_32_RAW W_2ND_64_RAW W_2ND_128_RAW W_2ND_224_RAW W_1ST_128_RAW W_1ST_256_RAW W_1ST_384_RAW W_1ST_640_RAW W_1ST_1024_RAW W_1ST_2048_RAW W_1ST_3584_RAW W_2ND_10_RAW W_2ND_6_RAW W_2ND_4_RAW W_2ND_2_RAW W_2ND_1_RAW W_2ND_0p5_RAW W_2ND_0p25_RAW MDACCorrectionCode0_DDPU MDACCorrectionCode1_DDPU MDACCorrectionCode2_DDPU MDACCorrectionCode3_DDPU MDACCorrectionCode4_DDPU MDACCorrectionCode5_DDPU MDACCorrectionCode6_DDPU MDACCorrectionCode7_DDPU SARCorrectionCode6 SARCorrectionCode7 SARCorrectionCode8 SARCorrectionCode9 SARCorrectionCode10 SARCorrectionCode11 SARCorrectionCode12 SARCorrectionCode13 SARCorrectionCode14 SARCorrectionCode15 SARCorrectionCode16 SARCorrectionCode17 SARCorrectionCode18 SARCorrectionCode19 SARCorrectionCode20
"3/12/2022 3:33:54" 39 169153 0 2 268.32481250000023 4365.2225 4365.630749999999 4365.605375 4367.8420625 4365.6284375 4364.560750000001 4361.9703125 15.86590625 23.35874999999999 31.451125000000005 62.37262499999999 125.08962499999996 217.77384375000003 127.12220624999999 255.08613624999998 382.26816499999995 636.42334875 1018.0731649999999 2033.55899375 3559.3707299999996 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1073 18534 35997 53459 70931 88393 105851 123299 23 39 62 91 123 244 489 851 497 997 1493 2486 3977 7945 13906
"3/12/2022 3:37:30" 39 169153 0 3 298.84681249999994 4395.3609375 4396.7419375 4396.9530625 4397.9785 4396.164125 4395.6403125 4393.7535 15.561499999999999 22.411687500000003 29.539846249999997 59.05318750000001 118.07824125 206.22546124999994 118.93181250000005 238.8112812500001 357.4210625000002 595.6231875000003 952.0063750000004 1901.618343750001 3329.0513125000016 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1195 18777 36364 53952 71544 89128 106711 124286 25 42 65 94 123 247 493 861 497 998 1493 2488 3977 7943 13906
"3/12/2022 3:41:5" 39 169153 0 4 250.90743750000024 4349.0248125 4348.2203125 4348.104562500001 4348.7927500000005 4346.6404375 4346.782375 4344.702687499999 15.798875 23.587159999999994 31.197812499999998 61.73443750000001 124.00190624999999 216.09346874999994 124.07678125000007 249.26193750000016 372.82103125000026 621.4372500000004 993.6075937500005 1985.1586875000012 3475.3299062500023 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1004 18400 35793 53185 70580 87967 105354 122733 24 40 63 94 125 247 496 865 496 997 1492 2487 3976 7943 13906
"3/12/2022 3:44:41" 39 169153 0 5 261.5235625 4359.288375 4358.11025 4357.4146875 4359.1220625 4357.076875 4357.573625 4355.469625 12.8765 23.606031249999987 26.602843749999998 52.65584374999999 105.50478125000001 183.71949999999998 87.04929125000001 174.92814500000003 262.25209250000006 436.3764562500001 697.6823925000001 1393.8870875000002 2439.6211975000006 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1046 18483 35916 53345 70782 88210 105640 123062 34 57 73 135 152 300 601 1047 496 997 1495 2487 3977 7945 13906
"3/12/2022 3:48:17" 39 169153 0 6 250.69299999999998 4348.5940625 4347.7244375 4344.8478125 4347.004312499999 4343.776625 4344.5231875 4342.9141875000005 15.77275 23.597312499999994 31.25888125 61.96503124999998 124.15700749999999 216.15709624999994 124.99165625 250.49487499999998 375.44265624999997 625.1099999999999 1000.1796875 1997.9164999999998 3497.11228125 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1003 18397 35788 53167 70555 87931 105309 122680 24 40 63 94 124 246 494 860 497 996 1493 2486 3977 7945 13906
"3/12/2022 3:51:53" 39 169153 0 7 247.20675000000006 4347.0099375 4346.711499999999 4346.4846875 4347.4781875 4346.159625 4346.6444375 4344.2474375 15.1035 23.619531249999994 31.034462499999986 61.98925 124.33574999999999 216.43725000000003 121.47208499999998 243.94521874999995 365.22205999999994 608.6916362499999 973.3612187499998 1944.9776049999996 3403.1868074999993 10.0 6.0 4.0 2.0 1.0 0.5 0.25 989 18377 35764 53150 70540 87924 105311 122688 25 41 62 97 127 253 508 884 496 997 1492 2487 3977 7947 13906
"3/12/2022 3:55:29" 39 169153 0 8 226.5891250000002 4323.444874999999 4322.0545625 4321.619624999999 4324.135125 4321.96375 4322.02175 4319.9139374999995 15.544531250000002 23.616618750000008 31.06246374999999 61.49184375000003 123.44796874999997 215.03950000000003 122.25334375000001 245.53312500000004 368.31000000000006 613.5995937500002 980.2181250000001 1960.5246562500001 3430.6965625000003 10.0 6.0 4.0 2.0 1.0 0.5 0.25 906 18200 35488 52775 70071 87359 104647 121927 24 41 63 96 126 249 500 872 496 995 1493 2487 3973 7947 13906
"3/12/2022 3:59:4" 40 169153 0 1 239.17174999999997 4335.7783125000005 4335.5811875 4335.616062499999 4337.4053125 4335.263875 4335.4953125 4332.782 15.943593750000002 23.65528125 31.885749999999998 63.363133749999996 126.68310874999995 220.94649375 128.42676125000003 257.9517875 386.5475512500001 643.9680362500001 1029.6263037500003 2057.39089375 3600.77715875 10.0 6.0 4.0 2.0 1.0 0.5 0.25 957 18300 35642 52985 70334 87675 105017 122348 23 39 62 91 123 245 489 853 496 996 1493 2487 3976 7945 13906
"3/12/2022 4:2:40" 40 169153 0 2 268.16487499999994 4364.9943125 4365.8566875 4365.31225 4367.806625 4366.0978749999995 4365.373 4362.178937500001 15.877593749999999 23.893875 31.987656249999997 63.19309374999999 126.72834375 220.650625 129.84479625 260.64322500000003 390.39833375 649.940145 1039.7099512500001 2076.82862375 3635.4491275 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1073 18533 35996 53457 70929 88393 105854 123303 23 38 61 91 122 242 485 844 497 997 1493 2486 3977 7944 13906
"3/12/2022 4:6:16" 40 169153 0 3 298.25599999999986 4395.4076875 4396.1888125 4395.7723125 4397.6085625 4395.933187500001 4395.2456875 4393.259749999999 15.582437500000001 22.7661875 29.79683875 59.38293749999998 118.69047499999999 207.094335 119.79706249999998 240.36449999999994 359.7829999999999 599.6513124999999 958.3919062499997 1914.1826249999995 3350.981562499999 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1193 18775 36359 53942 71533 89117 106698 124271 25 41 65 94 124 246 493 859 497 997 1493 2488 3977 7943 13906
"3/12/2022 4:9:52" 40 169153 0 4 250.79431249999993 4349.230625 4348.487875 4348.080375 4348.393875 4346.612375 4346.6334375 4344.670875 15.707906249999999 23.13678375 30.251687499999996 59.80346874999999 120.20332750000001 209.61109375 120.30831250000004 241.6177500000001 361.73725000000013 602.9769687500002 964.2437500000003 1926.2485312500007 3371.995812500001 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1003 18400 35794 53186 70580 87966 105353 122732 25 41 65 95 125 247 496 864 496 996 1492 2487 3976 7944 13906
"3/12/2022 4:13:28" 40 169153 0 5 261.90431250000006 4359.6115625 4358.7040625 4357.649562500001 4359.0025625 4357.235312500001 4357.5956875 4355.3414999999995 12.935593749999999 23.53165625000001 26.669781249999993 52.848312500000006 105.85862499999996 184.12181249999998 87.46678125000008 175.42456250000015 263.26581250000027 437.8022812500004 700.2797187500007 1398.9522087500013 2448.3444412500025 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1048 18486 35921 53351 70787 88216 105647 123068 34 57 73 134 151 300 601 1046 497 996 1495 2487 3977 7946 13906
"3/12/2022 4:17:3" 40 169153 0 6 251.11193749999984 4348.57175 4347.8682499999995 4345.178125 4346.7429375 4343.8876875000005 4344.34225 4343.3055 15.80303125 23.315249999999992 31.070994999999996 61.4906875 123.28306374999998 214.87227124999998 124.4996875 249.77221874999998 374.38256249999995 623.31071875 997.15134375 1991.9246875 3486.81565625 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1004 18399 35790 53171 70558 87933 105311 122684 24 40 63 93 124 245 492 857 497 996 1493 2486 3977 7944 13906
"3/12/2022 4:20:39" 40 169153 0 7 247.64356249999992 4347.196562499999 4346.092000000001 4346.347375 4347.782999999999 4346.311375 4346.217625 4343.631874999999 15.09090625 23.600750000000012 30.547984999999983 60.876187499999986 122.06506249999998 212.72893750000003 118.32825749999999 237.25301625 355.2385025 591.82930375 946.2929462499999 1890.9908987499998 3309.3324825 10.0 6.0 4.0 2.0 1.0 0.5 0.25 991 18379 35764 53149 70540 87925 105310 122685 25 42 63 99 128 256 513 894 497 997 1493 2487 3976 7946 13906
"3/12/2022 4:24:15" 40 169153 0 8 226.7582500000001 4323.1235625 4321.8419375 4321.7297499999995 4324.403625 4322.3158125 4322.1490625 4320.5206875 15.53646875 23.535303750000004 31.110687499999997 61.52946875000001 123.22328125000001 214.14903125 122.17168749999999 245.25581249999996 367.86865624999996 612.7994999999999 978.9820624999998 1958.1123749999997 3426.6152187499993 10.0 6.0 4.0 2.0 1.0 0.5 0.25 907 18200 35487 52774 70071 87361 104649 121931 24 41 63 96 126 250 500 869 496 995 1493 2487 3973 7946 13906
"3/12/2022 4:27:51" 41 169153 0 1 239.34506250000027 4336.41425 4336.4581875 4335.73625 4337.5414375 4335.11175 4335.3591875 4332.2524375 16.063281250000003 23.961281249999992 32.22943749999999 64.19279999999999 128.55143874999996 223.84286250000002 130.25618125 261.30826874999997 391.7407025 652.47634375 1043.2668737499998 2084.6147425 3648.65807625 10.0 6.0 4.0 2.0 1.0 0.5 0.25 957 18303 35649 52992 70342 87682 105024 122353 23 38 61 91 123 245 490 853 496 996 1493 2487 3976 7945 13906
"3/12/2022 4:31:27" 41 169153 0 2 268.54618749999986 4364.776625 4366.3126875 4365.3271875 4367.5401249999995 4365.735875 4365.256 4362.07775 15.9786875 23.86390625 31.80209374999999 63.187749999999994 127.17243749999994 221.41251375000007 129.61813249999994 260.3653112499999 389.92490499999985 649.2485212499998 1038.6455749999996 2074.8802962499994 3631.824414999999 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1074 18533 35999 53460 70930 88393 105854 123302 23 38 61 91 122 242 487 848 496 997 1493 2486 3977 7945 13906
"3/12/2022 4:35:3" 41 169153 0 3 299.0040624999999 4396.0777499999995 4396.764 4396.661375 4397.8714375 4396.1370625 4395.572125 4393.51175 15.52846875 22.502187499999998 29.674525000000006 59.2756875 118.27847500000001 206.47747499999994 118.73981250000008 238.3619687500002 356.69321875000026 594.5964375000004 950.2305937500007 1898.1454687500013 3322.8531875000026 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1196 18780 36367 53954 71546 89130 106712 124286 25 42 65 94 124 248 495 864 497 998 1493 2488 3977 7944 13906
"3/12/2022 4:38:38" 41 169153 0 4 250.9704999999999 4349.1286875 4348.279375 4348.215375 4348.986125 4346.90725 4347.20075 4344.19525 15.71409375 23.34102375 30.85750000000001 61.032218750000006 122.43378124999998 213.36806249999998 122.75318749999997 246.52128124999993 368.82165624999993 614.6820624999998 982.8697499999998 1963.5642499999994 3437.816749999999 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1004 18400 35794 53186 70582 87970 105359 122736 24 40 64 94 125 247 495 863 497 997 1492 2486 3976 7943 13906
"3/12/2022 4:42:14" 41 169153 0 5 262.0537499999998 4359.55425 4357.8700625 4357.77675 4359.751875 4357.3775 4358.5429375 4355.3241875 12.96303125 23.602906249999986 26.604093750000004 52.628874999999994 105.53603125000001 183.48946875000001 86.57137499999996 173.78965624999995 260.5812187499999 433.57915624999987 693.3368124999997 1385.1101774999995 2424.612458749999 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1048 18486 35918 53349 70788 88218 105652 123073 34 57 74 135 153 302 605 1052 497 997 1495 2487 3977 7944 13906
"3/12/2022 4:45:50" 41 169153 0 6 251.37418750000006 4349.1293125 4347.933312499999 4345.698875 4347.497687499999 4343.6966875 4344.985625 4343.6506875 15.882437500000002 23.484531250000007 31.307043750000005 62.141062500000004 124.46058000000001 216.67616374999994 125.05912500000002 250.82815625000003 375.92909375000005 625.7328437500001 1000.9968750000003 1999.7896562500005 3500.711531250001 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1005 18402 35794 53177 70567 87941 105321 122696 24 40 63 93 124 247 494 861 497 996 1493 2486 3976 7944 13906
"3/12/2022 4:49:26" 41 169153 0 7 248.50287499999968 4347.499937500001 4346.364125 4346.392437500001 4347.966437499999 4347.10675 4346.693625 4343.8954375 15.107312500000003 23.658125000000005 30.715181249999986 61.208093749999996 122.89343749999999 214.10165625 119.45437875000002 239.72110125 358.97625375000007 598.16539375 956.5252150000001 1911.46513125 3344.325500000001 10.0 6.0 4.0 2.0 1.0 0.5 0.25 994 18384 35769 53155 70547 87935 105322 122698 25 42 63 98 128 255 511 890 497 997 1493 2487 3977 7948 13906
"3/12/2022 4:53:1" 41 169153 0 8 226.3109374999999 4323.903 4322.298125 4321.349 4323.893187500001 4322.293250000001 4321.8339375 4320.211687499999 15.59134375 23.553943750000002 30.837218749999998 61.16875 122.809125 213.41025000000002 121.11506250000004 243.0980937500001 364.6172500000001 607.3844687500002 970.4188437500003 1941.1245937500007 3396.767281250001 10.0 6.0 4.0 2.0 1.0 0.5 0.25 905 18201 35490 52775 70071 87360 104648 121928 25 41 64 96 126 250 503 874 496 995 1493 2487 3973 7947 13906
"3/12/2022 4:56:37" 42 169153 0 1 239.4279375000001 4336.1793125 4335.88525 4336.119375 4337.240125 4335.551875 4335.516875 4332.89275 15.8084375 23.541031250000003 31.67896875000001 63.094102499999984 126.51976249999998 220.62359375 127.21722124999992 255.50836374999983 383.03797249999974 638.1663437499996 1020.3842424999993 2039.2745862499987 3568.6631312499976 10.0 6.0 4.0 2.0 1.0 0.5 0.25 958 18302 35646 52990 70339 87682 105024 122355 23 39 62 92 123 246 493 860 496 996 1493 2487 3976 7946 13906
"3/12/2022 5:0:13" 42 169153 0 2 267.99143749999985 4365.168124999999 4366.4625625 4365.9943125 4367.9275 4365.605125 4365.3348750000005 4362.4095625 15.92803125 23.768187500000003 31.81224999999999 63.24281250000001 126.94018750000004 220.9545625 129.05706625000005 259.2127600000001 388.19882750000016 646.4216175000003 1034.0051612500004 2065.362430000001 3615.4376087500013 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1072 18533 35998 53462 70934 88397 105858 123308 23 38 61 91 122 243 488 850 496 997 1493 2486 3977 7944 13906
"3/12/2022 5:3:49" 42 169153 0 3 298.4915624999999 4395.24475 4396.5311875 4396.2501250000005 4397.3163125 4396.270625 4395.0920625 4393.1715625 15.555937499999999 22.4778125 29.597821249999996 59.09424999999999 118.36992874999999 206.66615374999998 119.64471875000004 240.28181250000006 359.6343437500001 599.4396562500001 958.1481250000002 1914.0456250000004 3350.162937500001 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1194 18775 36361 53946 71535 89120 106701 124273 25 42 65 93 123 245 491 858 497 997 1493 2488 3977 7945 13906
"3/12/2022 5:7:24" 42 169153 0 4 251.1479374999999 4349.2219375 4348.849125 4348.2994375 4348.5689999999995 4346.388 4346.891 4344.6543125 15.769468750000001 23.478326250000006 31.074343749999983 61.373156249999994 123.2676875 214.93387500000006 123.86481250000001 248.42715625000002 371.97984375000004 619.9552812500001 991.3101562500001 1980.5120312500003 3467.0063437500007 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1005 18401 35797 53190 70584 87970 105357 122736 24 40 63 94 125 246 494 862 497 996 1492 2487 3976 7944 13906
"3/12/2022 5:11:0" 42 169153 0 5 261.6884375000002 4359.9750625 4358.6039375 4357.902937500001 4359.890125 4357.9631875000005 4358.347124999999 4356.1148125 12.939875 23.632218749999996 26.57587499999999 52.643656250000014 105.23696875000002 183.31762499999996 86.15659375000001 172.93103125000005 259.26915625000004 431.4395937500001 689.7848437500002 1378.1692950000001 2412.1814200000003 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1047 18487 35921 53353 70792 88224 105657 123082 35 58 75 136 153 303 607 1057 497 997 1495 2487 3977 7945 13906
"3/12/2022 5:14:36" 42 169153 0 6 251.1070625000002 4348.663375 4348.384562499999 4345.572 4347.707937499999 4343.779875 4344.6711875 4343.545125000001 15.817625 23.320625000000007 30.861877499999995 61.20634375 122.98407250000005 214.05481000000003 124.04340625000002 248.59215625000004 372.75606250000004 620.54925 992.6960625000002 1983.2561250000003 3471.2032187500004 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1004 18399 35793 53175 70566 87941 105320 122694 24 40 63 93 124 245 493 858 497 996 1493 2486 3977 7945 13906
"3/12/2022 5:18:11" 42 169153 0 7 247.50075000000015 4347.6418125 4346.7384375 4346.4794375 4347.94175 4347.078374999999 4346.544562499999 4344.4896874999995 15.113000000000001 23.588937499999993 30.66569125000001 60.914968749999986 122.0075 212.61981250000005 119.06341624999996 238.97680374999993 357.6619912499999 595.9961762499997 952.9623287499996 1904.3704799999996 3332.346664999999 10.0 6.0 4.0 2.0 1.0 0.5 0.25 990 18381 35768 53153 70545 87934 105320 122698 25 42 63 98 128 254 509 887 497 997 1493 2487 3977 7947 13906
"3/12/2022 5:21:47" 42 169153 0 8 226.4820000000002 4323.244000000001 4322.251937499999 4321.23525 4324.508312499999 4322.149937499999 4322.0965625 4320.44125 15.577250000000003 23.616233750000003 30.930374999999998 61.33771875 122.96400000000003 214.02175000000005 121.7529375 244.3024375 366.46481250000005 610.518 975.3842187500002 1951.0233437500003 3413.9038750000004 10.0 6.0 4.0 2.0 1.0 0.5 0.25 906 18199 35488 52773 70071 87359 104648 121930 24 41 63 96 126 250 501 872 496 995 1493 2487 3973 7947 13906
"3/12/2022 5:25:23" 43 169153 0 1 239.07018749999975 4335.979 4335.462375 4336.372625 4337.17425 4335.651437500001 4335.378375 4332.832937499999 15.98865625 23.649781249999997 31.662687500000004 63.19051 126.38587500000001 220.16343 127.59508374999996 255.9576124999999 383.6545562499998 639.2398087499997 1022.0675049999996 2042.5592687499993 3574.713406249998 10.0 6.0 4.0 2.0 1.0 0.5 0.25 956 18300 35642 52988 70336 87679 105020 122352 23 39 62 92 123 246 492 856 496 996 1492 2487 3976 7946 13906
"3/12/2022 5:28:59" 43 169153 0 2 268.19900000000007 4364.92925 4366.4375 4365.7846875000005 4367.766875 4365.907875000001 4365.02175 4362.16125 16.0786875 24.068093749999996 32.0018125 63.58496874999999 127.647625 222.135375 130.63099499999993 262.1330724999999 392.5918487499998 653.8144012499997 1045.7650199999996 2089.016907499999 3656.682193749998 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1073 18533 35998 53461 70932 88396 105856 123305 23 38 61 92 122 242 485 845 497 997 1493 2486 3977 7944 13906
"3/12/2022 5:32:35" 43 169153 0 3 298.84375 4395.238625 4395.9413125 4395.624937500001 4397.2810625 4396.019937499999 4395.179249999999 4393.7455 15.50359375 22.893812500000003 30.280031250000004 60.371531250000004 121.121025 211.54370625000004 122.34199999999997 245.47490624999995 367.2339062499999 612.3411562499998 978.5472187499998 1954.7741249999995 3421.776718749999 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1195 18776 36360 53943 71532 89116 106697 124271 24 41 63 93 123 245 492 860 497 998 1492 2489 3977 7944 13906
"3/12/2022 5:36:11" 43 169153 0 4 250.90575000000013 4349.119375 4348.85275 4348.176625 4348.7996875 4346.71125 4347.38325 4344.730375 15.693249999999999 23.21131374999999 30.347624999999994 59.726124999999996 120.08131249999997 209.12275 119.35659374999997 239.54446874999994 358.6705624999999 597.7934687499999 955.8861562499997 1909.8198437499996 3343.279531249999 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1004 18400 35796 53188 70583 87970 105360 122739 25 42 65 97 126 248 499 870 496 996 1492 2486 3976 7944 13906
"3/12/2022 5:39:47" 43 169153 0 5 261.7673124999999 4359.632624999999 4358.4174375 4357.850312500001 4359.4466875 4357.4984375 4358.1570625 4355.7146875 12.8836875 23.599499999999992 26.52003125000001 52.45971874999999 105.18115625 183.12168749999998 86.10793749999999 172.79131249999998 259.09737499999994 431.12643749999995 689.3397499999999 1377.0140274999999 2410.5097149999997 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1047 18486 35919 53351 70788 88218 105651 123074 35 58 74 136 153 303 607 1056 497 997 1495 2487 3977 7944 13906
"3/12/2022 5:43:22" 43 169153 0 6 250.79068749999988 4349.115125 4348.31375 4345.574875 4347.1735625 4343.8053125 4344.7401875 4342.9580625 15.71484375 23.079781250000003 30.698642499999995 60.72675 122.00817249999997 212.73773874999992 123.79796874999997 248.27806249999992 372.2707499999999 619.8106249999998 991.3677499999998 1980.5811562499996 3466.7602187499992 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1003 18400 35793 53175 70564 87939 105318 122690 24 40 63 93 123 244 489 853 497 996 1493 2486 3977 7945 13906
"3/12/2022 5:46:58" 43 169153 0 7 248.2808124999999 4347.57525 4346.525 4346.716062500001 4348.175375 4347.159625 4346.5377499999995 4344.5900624999995 15.21365625 23.497124999999997 30.649238749999995 60.607468749999995 121.30662500000001 211.22949999999997 118.82285499999996 238.51357124999993 357.2331049999999 595.1411537499998 951.7839912499996 1901.9500787499992 3327.8228224999984 10.0 6.0 4.0 2.0 1.0 0.5 0.25 993 18383 35770 53156 70549 87938 105324 122702 25 42 64 98 128 253 507 883 497 997 1493 2487 3977 7948 13906
"3/12/2022 5:50:34" 43 169153 0 8 226.1669374999999 4323.4033125000005 4321.771875 4321.50275 4324.162812500001 4322.1786875 4322.3115 4320.522499999999 15.42171875 23.563706249999996 30.696937499999997 60.989562499999984 122.14959374999998 213.02659375000002 121.07174999999991 243.15828124999982 364.69515624999974 607.3830937499995 970.4764687499992 1941.0462812499986 3396.4462812499974 10.0 6.0 4.0 2.0 1.0 0.5 0.25 905 18198 35485 52771 70068 87357 104646 121928 25 41 63 96 126 250 500 872 496 996 1493 2487 3973 7947 13906
"3/12/2022 5:54:10" 44 169153 0 1 239.00556249999977 4335.287375 4335.7586249999995 4335.466625000001 4337.146375 4334.900625 4334.6425 4332.293250000001 15.988343749999999 23.479343749999998 31.21296875000001 61.81470374999999 123.68378124999998 215.54754499999996 125.73510624999997 252.46834624999994 378.2742099999999 630.0320324999998 1007.2758137499998 2012.8951124999994 3523.712747499999 10.0 6.0 4.0 2.0 1.0 0.5 0.25 956 18297 35640 52982 70331 87670 105009 122338 24 39 63 93 123 244 488 851 496 996 1493 2486 3975 7944 13906
"3/12/2022 5:57:46" 44 169153 0 2 268.257875 4365.211125 4366.3068125 4365.328062500001 4367.599375 4365.934625 4364.6755625000005 4362.2959375 15.8865625 23.636000000000003 31.442375 62.48790624999999 125.65040625000003 218.62665625000002 126.96664875000002 255.05335250000005 381.9871612500001 636.2074862500001 1017.5789050000003 2032.5863087500006 3557.9858837500014 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1073 18534 35999 53460 70931 88395 105853 123302 23 39 62 92 123 244 491 854 496 997 1493 2487 3977 7944 13906
"3/12/2022 6:1:21" 44 169153 0 3 299.29150000000004 4395.43175 4396.78425 4396.296937499999 4397.91 4396.2441875 4396.0400625 4393.772875000001 15.47509375 22.386718749999993 29.17153125 58.03512499999998 115.93228749999999 202.437975 117.02484375 235.0120625 351.76918750000004 586.4430625 937.2958750000001 1872.2290937500002 3276.83525 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1197 18779 36366 53951 71543 89128 106712 124287 25 42 66 95 124 246 492 859 497 997 1493 2489 3978 7945 13906
"3/12/2022 6:4:57" 44 169153 0 4 251.00487500000008 4349.2819375 4348.352312499999 4347.741625000001 4348.650250000001 4346.8044375 4346.9262499999995 4345.0631875 15.8039375 23.335831250000005 30.620906250000004 60.766937500000004 121.87137374999998 212.36756250000002 122.48531249999999 245.51209374999996 367.7189374999999 612.8042812499999 979.9117812499999 1957.6450624999998 3427.1218437499992 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1004 18401 35795 53186 70580 87967 105355 122735 24 41 64 95 124 247 495 862 497 996 1492 2487 3976 7943 13906
"3/12/2022 6:8:33" 44 169153 0 5 261.8783125 4359.6135625 4358.653937499999 4356.607375 4359.5521874999995 4357.7349375 4357.8670624999995 4355.674687500001 12.919875000000001 23.63259374999999 26.338250000000006 52.164625 104.6451875 182.05303125000003 84.46440625000002 169.56546875000006 254.23556250000007 422.9289687500002 676.4720312500003 1351.2364375000006 2365.471031250001 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1048 18486 35921 53347 70785 88216 105648 123070 35 59 76 139 155 307 615 1070 497 997 1495 2486 3977 7944 13906
"3/12/2022 6:12:9" 44 169153 0 6 251.6318749999998 4349.0113125 4348.1643125 4345.9130625 4347.4080625 4344.331 4344.6223125 4343.5846249999995 15.85984375 23.3714375 31.21433500000001 61.982375000000005 124.61433249999999 216.77755125 125.83425000000005 252.2979687500001 378.22756250000015 629.7997812500003 1007.5701562500005 2012.823625000001 3523.1459375000018 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1007 18403 35795 53179 70569 87946 105324 122699 24 39 63 92 123 245 492 856 497 996 1493 2486 3977 7945 13906
"3/12/2022 6:15:45" 44 169153 0 7 247.96293749999995 4347.6371875 4346.485625 4346.509 4348.09025 4346.946375 4346.6163750000005 4344.1900000000005 15.172718750000001 23.586937500000012 30.710632500000013 60.953125 122.30675 212.91446874999997 119.47379124999999 239.93195499999996 359.11603625 598.2855 956.91625 1911.8749625 3345.6300499999998 10.0 6.0 4.0 2.0 1.0 0.5 0.25 992 18382 35768 53154 70547 87935 105321 122698 25 42 63 98 128 253 508 885 497 997 1493 2487 3977 7947 13906
"3/12/2022 6:19:21" 44 169153 0 8 227.00600000000009 4323.1635625 4322.6794375 4322.4088125 4324.86225 4323.444125 4322.63625 4320.946937500001 15.54046875 23.560118749999994 30.881375000000006 61.143562500000016 122.43037499999998 212.95031250000005 120.49909375000001 242.101875 362.9859375 604.87921875 966.2406562499999 1932.6632812499997 3381.9664062499996 10.0 6.0 4.0 2.0 1.0 0.5 0.25 908 18201 35491 52781 70080 87374 104665 121949 25 41 64 97 127 251 503 876 495 995 1493 2487 3973 7947 13906
"3/12/2022 6:22:56" 45 169153 0 1 239.24687500000005 4335.721 4335.732937500001 4335.899125 4337.2841874999995 4335.15275 4335.7109375 4331.815875 15.9553125 23.664187500000004 31.693843750000013 63.563784999999996 127.30648249999997 221.88273375000009 128.2421825 257.10494125 385.5204175 642.3296975000001 1026.99960875 2052.4889275 3592.0496275000005 10.0 6.0 4.0 2.0 1.0 0.5 0.25 957 18300 35643 52986 70336 87676 105019 122346 23 39 62 92 123 246 493 859 496 995 1492 2487 3976 7946 13906
"3/12/2022 6:26:32" 45 169153 0 2 268.46312499999976 4364.98 4366.101375 4365.625750000001 4367.58025 4365.627437499999 4365.4356875 4362.3066875 15.9969375 23.81759374999999 31.800656249999996 62.88300000000001 126.3168125 219.9831825 129.586885 260.17259249999995 389.55513375 648.63301875 1037.4347412500001 2072.55095875 3628.04710375 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1074 18534 35998 53461 70931 88394 105855 123304 23 38 61 91 122 241 484 843 497 997 1493 2486 3976 7944 13906
"3/12/2022 6:30:8" 45 169153 0 3 298.48074999999994 4395.4801875 4396.493437499999 4396.3420625 4397.8885625 4396.4989375000005 4395.0249375 4393.6555625 15.441875 22.521250000000002 29.84730750000001 59.63421875000002 119.261715 208.24370875000002 120.27378125000004 241.4249687500001 361.3678125000001 602.1400625000002 962.5118125000004 1922.5001250000005 3365.5550312500013 10.0 6.0 4.0 2.0 1.0 0.5 0.25 1194 18776 36362 53947 71539 89125 106705 124279 25 41 64 93 123 246 493 860 497 998 1493 2488 3977 7943 13906
